Common_Name,Family,Diameter_Breast_Height,Age_Description
Sweet Pittosporum,Pittosporaceae,10,Semi-Mature
Cyprus Plane,Platanaceae,12,Juvenile
Gum,Myrtaceae,,
Elm,Ulmaceae,64,Mature
Prickly Paperbark,Myrtaceae,73,Mature
Japanese Zelkova,Ulmaceae,,
Ironbark,Myrtaceae,,
Wattle,Fabaceae,,
Spotted Gum,Myrtaceae,22,Semi-Mature
Japanese Zelkova,Ulmaceae,,
Black Wattle,Fabaceae,,
Kanooka,Myrtaceae,,
Flinders Range Wattle,Fabaceae,14,Semi-Mature
Callery Pear,Rosaceae,,
Spotted Gum,Myrtaceae,34,Semi-Mature
Drooping sheoak,Casuarinaceae,,
Spotted Gum,Myrtaceae,16,Juvenile
English Elm,Ulmaceae,82,Mature
River red gum,Myrtaceae,,
Lightwood Wattle,Fabaceae,,
Spotted Gum,Myrtaceae,,
Blueberry ash,Elaeocarpaceae,,
Drooping sheoak,Casuarinaceae,,
Yellow Box,Myrtaceae,,
River red gum,Myrtaceae,,
Black Wattle,Fabaceae,,
Tuckeroo,Sapindaceae,21,Semi-Mature
English Elm,Ulmaceae,71,Mature
English Elm,Ulmaceae,56,Mature
Elm,Ulmaceae,,
Yellow Box,Myrtaceae,,
Lightwood Wattle,Fabaceae,,
Drooping sheoak,Casuarinaceae,,
London Plane,Platanaceae,,
Manchurian Pear,Rosaceae,23,Semi-Mature
Yellow Box,Myrtaceae,,
Lemon Bottlebrush,Myrtaceae,,
River red gum,Myrtaceae,,
Peppercorn Tree,Anacardiaceae,111,Mature
Yellow Box,Myrtaceae,,
Swamp Sheoak,Casuarinaceae,,
Mediterranean cypress,Cupressaceae,48,Mature
Spotted Gum,Myrtaceae,,
Black Wattle,Fabaceae,,
London Plane,Platanaceae,22,Semi-Mature
Drooping sheoak,Casuarinaceae,,
Pin Oak,Fagaceae,16,Semi-Mature
River red gum,Myrtaceae,,
Lemon Bottlebrush,Myrtaceae,,
Red Box,Myrtaceae,,
London Plane,Platanaceae,30,Semi-Mature
`Rosea¿ Red Ironbark,Myrtaceae,,
Coastal Banksia,Proteaceae,,
Norfolk Island Pine,Araucariaceae,,
Freeman Maple,Sapindaceae,2,New
Black Wattle,Fabaceae,,
Drooping sheoak,Casuarinaceae,,
Lemon Scented Gum,Myrtaceae,,
Deodar,Pinaceae,60,Mature
tba,Proteaceae,,
Olive,Oleaceae,,
Lemon Scented Gum,Myrtaceae,,
Drooping sheoak,Casuarinaceae,,
Algerian Oak,Fagaceae,,
Freeman Maple,Sapindaceae,,
English Elm,Ulmaceae,92,Mature
Ironbark,Myrtaceae,,
Karo,Pittosporaceae,,
River red gum,Myrtaceae,,
Black Wattle,Fabaceae,,
Boobialla,Scrophulariaceae,,
Spotted Gum,Myrtaceae,8,Juvenile
River red gum,Myrtaceae,,
English Oak,Fagaceae,62,Mature
Black Wattle,Fabaceae,,
Elm,Ulmaceae,0,Juvenile
Scarlet Oak,Fagaceae,,
English Elm,Ulmaceae,90,Mature
Flame Tree,Malvaceae,,
River red gum,Myrtaceae,,
Black She Oak,Casuarinaceae,,
Yellow Box,Myrtaceae,,
Drooping sheoak,Casuarinaceae,,
Judas Tree,Fabaceae,,
Moreton Bay Fig,Moraceae,111,Mature
London Plane,Platanaceae,40,Mature
Golden Wattle,Fabaceae,,
Drooping sheoak,Casuarinaceae,,
Drooping sheoak,Casuarinaceae,34,Semi-Mature
English Elm,Ulmaceae,105,Mature
Snow-in-Summer,Myrtaceae,17,Semi-Mature
Red Oak,Fagaceae,,
Bunya pine,Araucariaceae,,
Huntingdon Elm,Ulmaceae,59,Mature
Cook pine,Araucariaceae,,
Lightwood Wattle,Fabaceae,,
River red gum,Myrtaceae,,
Japanese Zelkova,Ulmaceae,5,New
Elm,Ulmaceae,16,Semi-Mature
Spotted Gum,Myrtaceae,4,New
Sweet Bursaria,Pittosporaceae,,
Black Wattle,Fabaceae,,
Weeping Myrtle,Myrtaceae,,
Swamp White Oak,Fagaceae,7,Juvenile
Lightwood Wattle,Fabaceae,,
English Elm,Ulmaceae,,
Spotted Gum,Myrtaceae,,
Gum,Myrtaceae,,
Bracelet Honey Myrtle,Myrtaceae,58,Mature
Smooth-barked apple,Myrtaceae,16,Semi-Mature
Huntingdon Elm,Ulmaceae,,
English Elm,Ulmaceae,74,Over-mature
Black Wattle,Fabaceae,,
Lightwood Wattle,Fabaceae,,
Gum,Myrtaceae,,
Willow Bottlebrush,Myrtaceae,33,Semi-Mature
Canary Island Pine,Pinaceae,,
English Elm,Ulmaceae,106,Over-mature
Manna Gum,Myrtaceae,34,Semi-Mature
Black Wattle,Fabaceae,,
Red Box,Myrtaceae,,
Queensland kauri pine,Araucariaceae,,
Golden Wattle,Fabaceae,,
Yellow Box,Myrtaceae,,
Wirilda,Fabaceae,72,Mature
Cyprus Plane,Platanaceae,19,Semi-Mature
Manchurian Pear,Rosaceae,,
Canary Island Date Palm,Arecaceae,78,Mature
Wattle,Fabaceae,,
Kurrajong,Malvaceae,,
Smooth-barked apple,Myrtaceae,14,Juvenile
Lemon Scented Gum,Myrtaceae,,
Spotted Gum,Myrtaceae,,
Lightwood Wattle,Fabaceae,,
Snow-in-Summer,Myrtaceae,48,Mature
Silver Wattle,Fabaceae,,
Spotted Gum,Myrtaceae,23,Semi-Mature
Freeman Maple,Sapindaceae,2,New
Willow Bottlebrush,Myrtaceae,6,Semi-Mature
Melbourne Yellow-Gum,Myrtaceae,,
Brush Box,Myrtaceae,37,Mature
Peppercorn Tree,Anacardiaceae,,
Wilga,Rutaceae,,
Smooth-barked apple,Myrtaceae,,
Japanese Chestnut Oak,Fagaceae,,
Spotted Gum,Myrtaceae,11,Juvenile
London Plane,Platanaceae,6,Juvenile
Prickly Paperbark,Myrtaceae,33,Semi-Mature
Yellow Gum,Myrtaceae,,
Chinese Juniper,Cupressaceae,,
Port Jackson or Rusty Fig,Moraceae,11,Juvenile
Sweet Bursaria,Pittosporaceae,,
Chinese Elm,Ulmaceae,,
Yellow Box,Myrtaceae,,
Gum,Myrtaceae,,
Swamp Gum,Myrtaceae,,
Cyprus Plane,Platanaceae,,
Drooping sheoak,Casuarinaceae,,
River red gum,Myrtaceae,,
Silky Oak,Proteaceae,,
Lemon Scented Gum,Myrtaceae,,
Manna Gum,Myrtaceae,,
Spotted Gum,Myrtaceae,41,Semi-Mature
Queensland Lacebark,Malvaceae,,
English Elm,Ulmaceae,71,Mature
Cyprus Plane,Platanaceae,,
London Plane,Platanaceae,39,Semi-Mature
Peppercorn Tree,Anacardiaceae,64,Mature
Sweet Bursaria,Pittosporaceae,,
Yellow Box,Myrtaceae,,
Wilga,Rutaceae,,
Silky Oak,Proteaceae,,
UNKNOWN,UNKNOWN,,
Wirilda,Fabaceae,,
River red gum,Myrtaceae,7,Juvenile
Black Wattle,Fabaceae,,
Deodar,Pinaceae,91,Mature
Drooping sheoak,Casuarinaceae,,
English Elm,Ulmaceae,,
River red gum,Myrtaceae,,
Yellow Box,Myrtaceae,,
Unknown,Myrtaceae,,
English Elm,Ulmaceae,67,Mature
Smooth-barked apple,Myrtaceae,,
Chinaberry Tree,Meliaceae,16,Semi-Mature
River red gum,Myrtaceae,,
River Sheoak,Casuarinaceae,,
Rottnest Island Pine,Cupressaceae,,
Paperbark,Myrtaceae,,
Red Box,Myrtaceae,25,Semi-Mature
Yellow Gum,Myrtaceae,,
Cabbage Tree,Asparagaceae,30,Mature
London Plane,Platanaceae,60,Mature
Lemon Scented Gum,Myrtaceae,13,Semi-Mature
Queensland kauri pine,Araucariaceae,4,New
Lightwood Wattle,Fabaceae,,
Black She Oak,Casuarinaceae,46,Semi-Mature
Drooping sheoak,Casuarinaceae,,
Snow Gum,Myrtaceae,4,Juvenile
Black She Oak,Casuarinaceae,,
Smooth-barked apple,Myrtaceae,,
London Plane,Platanaceae,31,Semi-Mature
River red gum,Myrtaceae,108,Mature
Yellow Box,Myrtaceae,,
Yellow Box,Myrtaceae,,
Elm,Ulmaceae,26,Semi-Mature
Snow-in-Summer,Myrtaceae,,
Sweet Bursaria,Pittosporaceae,,
Tulip Tree,Magnoliaceae,17,Semi-Mature
Wilga,Rutaceae,,
Yellow Box,Myrtaceae,,
River red gum,Myrtaceae,,
Black She Oak,Casuarinaceae,15,Semi-Mature
London Plane,Platanaceae,,
Brush Box,Myrtaceae,62,Mature
Elm,Ulmaceae,64,Mature
Elm,Ulmaceae,,
Lightwood Wattle,Fabaceae,,
Tasmainian Blue Gum,Myrtaceae,,
Lemon Scented Gum,Myrtaceae,10,Juvenile
River Sheoak,Casuarinaceae,,
Drooping sheoak,Casuarinaceae,,
River red gum,Myrtaceae,,
Coastal Banksia,Proteaceae,,
Drooping sheoak,Casuarinaceae,,
Brush Box,Myrtaceae,92,Mature
UNKNOWN,UNKNOWN,,
River red gum,Myrtaceae,,
River red gum,Myrtaceae,,
London Plane,Platanaceae,49,Mature
Elm,Ulmaceae,,
Spotted Gum,Myrtaceae,10,Juvenile
London Plane,Platanaceae,88,Mature
Red Box,Myrtaceae,28,Semi-Mature
London Plane,Platanaceae,61,Mature
Palm,Arecaceae,,
European nettle tree,Cannabaceae,,
London Plane,Platanaceae,23,Semi-Mature
Freeman Maple,Sapindaceae,,
Yellow Gum,Myrtaceae,,
English Elm,Ulmaceae,17,Semi-Mature
Ironbark,Myrtaceae,6,New
Rose sheoak,Casuarinaceae,,
Lightwood Wattle,Fabaceae,,
Elm,Ulmaceae,,
River red gum,Myrtaceae,,
English Elm,Ulmaceae,84,Mature
Drooping sheoak,Casuarinaceae,,
Elm,Ulmaceae,58,Mature
Brush Box,Myrtaceae,44,Mature
UNKNOWN,UNKNOWN,,
Algerian Oak,Fagaceae,,
UNKNOWN,UNKNOWN,,
Weaping Myall,Fabaceae,,
Swamp Gum,Myrtaceae,,
Huntingdon Elm,Ulmaceae,76,Mature
Elm,Ulmaceae,109,Mature
Red maple,Sapindaceae,,
London Plane,Platanaceae,38,Semi-Mature
Chinese Flame Tree,Sapindaceae,,
Callery Pear,Rosaceae,4,New
Golden Wattle,Fabaceae,,
Lemon Scented Gum,Myrtaceae,76,Mature
Silver Wattle,Fabaceae,,
River red gum,Myrtaceae,,
Drooping sheoak,Casuarinaceae,,
Grey Sheoak,Casuarinaceae,,
Brush Box,Myrtaceae,30,Semi-Mature
Huntingdon Elm,Ulmaceae,53,Mature
Kurrajong,Malvaceae,45,Mature
Scarlet Oak,Fagaceae,,
Sugar gum,Myrtaceae,,
Japanese Zelkova,Ulmaceae,5,Juvenile
River red gum,Myrtaceae,,
Elm,Ulmaceae,95,Mature
Peppercorn Tree,Anacardiaceae,,
Smooth-barked apple,Myrtaceae,,
Drooping sheoak,Casuarinaceae,,
Smooth-barked apple,Myrtaceae,16,Juvenile
Chinaberry Tree,Meliaceae,,
Spotted Gum,Myrtaceae,,
Freeman Maple,Sapindaceae,,
Weeping Bottlebrush,Myrtaceae,,
Black She Oak,Casuarinaceae,100,Mature
River red gum,Myrtaceae,,
Flooded gum,Myrtaceae,,
Black Wattle,Fabaceae,,
London Plane,Platanaceae,35,Semi-Mature
Yellow Box,Myrtaceae,,
Golden Wattle,Fabaceae,,
Spotted Gum,Myrtaceae,,
London Plane,Platanaceae,37,Semi-Mature
Drooping sheoak,Casuarinaceae,,
American pepper,Anacardiaceae,,
Japanese Zelkova,Ulmaceae,13,Semi-Mature
Yellow Box,Myrtaceae,,
Freeman Maple,Sapindaceae,3,New
Moreton Bay Fig,Moraceae,8,Juvenile
Weeping Myrtle,Myrtaceae,3,New
Yellow Box,Myrtaceae,,
River red gum,Myrtaceae,,
Queensland kauri pine,Araucariaceae,12,Juvenile
Manuka,Myrtaceae,,
White Mulberry,Moraceae,,
Algerian Oak,Fagaceae,,
Manuka,Myrtaceae,,
Dutch Elm,Ulmaceae,100,Mature
River red gum,Myrtaceae,,
Black Wattle,Fabaceae,,
Oyster Bay pine,Cupressaceae,,
Yellow Box,Myrtaceae,,
Drooping sheoak,Casuarinaceae,,
Lemon Scented Gum,Myrtaceae,54,Semi-Mature
Prickly Paperbark,Myrtaceae,37,Semi-Mature
River Sheoak,Casuarinaceae,3,New
Varnish Wattle,Fabaceae,,
Flame Tree,Malvaceae,,
Scarlet Oak,Fagaceae,,
Elm,Ulmaceae,46,Semi-Mature
Sweet Pittosporum,Pittosporaceae,13,Semi-Mature
London Plane,Platanaceae,21,Semi-Mature
London Plane,Platanaceae,44,Mature
Lemon Bottlebrush,Myrtaceae,,
Wyalong Wattle,Fabaceae,,
Yellow Box,Myrtaceae,,
English Oak,Fagaceae,58,Mature
Smooth-barked apple,Myrtaceae,,
Grey Sheoak,Casuarinaceae,,
Tuckeroo,Sapindaceae,,
London Plane,Platanaceae,47,Mature
Yellow Box,Myrtaceae,83,Mature
Silver Wattle,Fabaceae,,
Peppercorn Tree,Anacardiaceae,14,Juvenile
London Plane,Platanaceae,,
River red gum,Myrtaceae,,
Weeping Myrtle,Myrtaceae,,
Lemon Bottlebrush,Myrtaceae,,
Spotted Gum,Myrtaceae,12,Juvenile
Grey Sheoak,Casuarinaceae,,
London Plane,Platanaceae,39,Mature
Spotted Gum,Myrtaceae,32,Semi-Mature
Manna Gum,Myrtaceae,,
Norfolk Island Pine,Araucariaceae,,
Yellow Box,Myrtaceae,,
Silver Banksia,Proteaceae,,
Drooping sheoak,Casuarinaceae,,
Spotted Gum,Myrtaceae,,
Callery Pear,Rosaceae,,
Lemon Scented Gum,Myrtaceae,,
Lemon Scented Gum,Myrtaceae,,
London Plane,Platanaceae,32,Semi-Mature
European nettle tree,Cannabaceae,,
Lightwood Wattle,Fabaceae,,
Liquidamber or Sweet Gum,Altingiaceae,,
Port Jackson or Rusty Fig,Moraceae,,
Chinese Elm,Ulmaceae,,
Cyprus Plane,Platanaceae,12,Semi-Mature
Mutton-Wood,Primulaceae,,
Lemon Scented Gum,Myrtaceae,,
Elm,Ulmaceae,77,Mature
Spotted Gum,Myrtaceae,,
Manna Gum,Myrtaceae,,
English Elm,Ulmaceae,111,Mature
London Plane,Platanaceae,35,Semi-Mature
Old man banksia,Proteaceae,,
Golden Wattle,Fabaceae,,
Lemon Scented Gum,Myrtaceae,,
Golden Wattle,Fabaceae,,
Lemon Scented Gum,Myrtaceae,35,Semi-Mature
Flowering Gum,Myrtaceae,54,Mature
Spotted Gum,Myrtaceae,,
River red gum,Myrtaceae,,
Cyprus Plane,Platanaceae,10,Juvenile
Grey Sheoak,Casuarinaceae,,
Lightwood Wattle,Fabaceae,,
Drooping sheoak,Casuarinaceae,,
Yellow Box,Myrtaceae,,
Chinaberry Tree,Meliaceae,,
Queensland kauri pine,Araucariaceae,,
Sweet Bursaria,Pittosporaceae,,
White Poplar,Salicaceae,19,Semi-Mature
Spotted Gum,Myrtaceae,,
London Plane,Platanaceae,,
Golden Spray,Fabaceae,,
Paperbark,Myrtaceae,,
River red gum,Myrtaceae,,
Coastal Banksia,Proteaceae,,
River red gum,Myrtaceae,,
Yellow Gum,Myrtaceae,,
Chinaberry Tree,Meliaceae,18,Juvenile
River red gum,Myrtaceae,7,Juvenile
Flat Topped Yate,Myrtaceae,,
Pyramid Tree,Malvaceae,30,Semi-Mature
Kurrajong,Malvaceae,40,Semi-Mature
London Plane,Platanaceae,57,Mature
Japanese Zelkova,Ulmaceae,13,Semi-Mature
Lightwood Wattle,Fabaceae,,
Port Jackson or Rusty Fig,Moraceae,,
London Plane,Platanaceae,47,Mature
London Plane,Platanaceae,84,Mature
River red gum,Myrtaceae,,
River Sheoak,Casuarinaceae,,
Swamp Mallet,Myrtaceae,,
Wych Elm,Ulmaceae,53,Mature
Honey locust,Fabaceae,,
London Plane,Platanaceae,40,Mature
Variegated Elm,Ulmaceae,52,Mature
Drooping sheoak,Casuarinaceae,15,Semi-Mature
River red gum,Myrtaceae,,
Snow-in-Summer,Myrtaceae,38,Semi-Mature
River Sheoak,Casuarinaceae,17,Semi-Mature
Coastal Banksia,Proteaceae,,
London Plane,Platanaceae,,
Common hackberry,Cannabaceae,8,Juvenile
Chinaberry Tree,Meliaceae,,
English Elm,Ulmaceae,97,Mature
Lemon Bottlebrush,Myrtaceae,,
Grass-tree,Xanthorrhoeaceae,,
Dwarf Yellow Bloodwood,Myrtaceae,,
Willow Bottlebrush,Myrtaceae,,
Sweet Bursaria,Pittosporaceae,,
Black Wattle,Fabaceae,,
Red Ash,Oleaceae,,
Smooth-barked apple,Myrtaceae,13,Semi-Mature
Swamp White Oak,Fagaceae,,
Brittle Gum,Myrtaceae,,
Drooping sheoak,Casuarinaceae,,
Maidenhair Tree,Ginkgoaceae,,
Black She Oak,Casuarinaceae,,
Drooping sheoak,Casuarinaceae,,
English Elm,Ulmaceae,,
Wattle,Fabaceae,,
Manchurian Pear,Rosaceae,,
Snow-in-Summer,Myrtaceae,49,Mature
Golden Wattle,Fabaceae,,
London Plane,Platanaceae,27,Semi-Mature
Lemon Scented Gum,Myrtaceae,15,Semi-Mature
Drooping sheoak,Casuarinaceae,79,Mature
London Plane,Platanaceae,8,Juvenile
Western Red Cedar,Cupressaceae,0,Mature
London Plane,Platanaceae,50,Mature
Spotted Gum,Myrtaceae,21,Semi-Mature
Drooping sheoak,Casuarinaceae,,
Sweet Bursaria,Pittosporaceae,,
Peppercorn Tree,Anacardiaceae,,
River red gum,Myrtaceae,,
Elm,Ulmaceae,40,Semi-Mature
Snow-in-Summer,Myrtaceae,45,Mature
Golden Wattle,Fabaceae,16,Semi-Mature
River red gum,Myrtaceae,,
Lightwood Wattle,Fabaceae,,
Hill¿s Weeping Fig,Moraceae,,
Ironbark,Myrtaceae,,
London Plane,Platanaceae,69,Mature
Freeman Maple,Sapindaceae,2,New
Huntingdon Elm,Ulmaceae,51,Mature
London Plane,Platanaceae,35,Semi-Mature
London Plane,Platanaceae,,
London Plane,Platanaceae,13,Juvenile
London Plane,Platanaceae,14,Semi-Mature
Golden Wattle,Fabaceae,,
Small Leafed Linden,Malvaceae,,
River red gum,Myrtaceae,,
Spotted Gum,Myrtaceae,40,Semi-Mature
London Plane,Platanaceae,32,Semi-Mature
Smooth-barked apple,Myrtaceae,,
Elm,Ulmaceae,32,Semi-Mature
Southern Magnolia,Magnoliaceae,,
London Plane,Platanaceae,56,Mature
Bhutan Cypress,Cupressaceae,53,Mature
Red maple,Sapindaceae,,
New South Wales Christmas bush,Cunoniaceae,,
Spotted Gum,Myrtaceae,6,New
Lightwood Wattle,Fabaceae,,
Sweet Bursaria,Pittosporaceae,,
Black Wattle,Fabaceae,,
River red gum,Myrtaceae,,
Kurrajong,Malvaceae,,
Chinaberry Tree,Meliaceae,,
Dutch Elm,Ulmaceae,20,Semi-Mature
River red gum,Myrtaceae,28,Semi-Mature
Willow Gum,Myrtaceae,7,New
Unknown,Myrtaceae,,
Drooping sheoak,Casuarinaceae,,
Purple Branched Elm,Ulmaceae,64,Mature
London Plane,Platanaceae,31,Semi-Mature
Lightwood Wattle,Fabaceae,,
London Plane,Platanaceae,62,Mature
Wirilda,Fabaceae,,
Drooping sheoak,Casuarinaceae,,
London Plane,Platanaceae,39,Mature
Chanticleer Pear,Rosaceae,10,Semi-Mature
Variegated Elm,Ulmaceae,26,Semi-Mature
Sweet Bursaria,Pittosporaceae,,
Brush Box,Myrtaceae,75,Mature
Yellow Box,Myrtaceae,,
Prickly Paperbark,Myrtaceae,,
Camphor Laurel,Lauraceae,,
Drooping sheoak,Casuarinaceae,,
Chinaberry Tree,Meliaceae,6,Juvenile
Cyprus Plane,Platanaceae,,
River red gum,Myrtaceae,,
Wirilda,Fabaceae,,
Ironbark,Myrtaceae,16,Juvenile
Chinaberry Tree,Meliaceae,,
Gum,Myrtaceae,,
Willow Bottlebrush,Myrtaceae,14,Semi-Mature
Spotted Gum,Myrtaceae,26,Semi-Mature
Lightwood Wattle,Fabaceae,,
Weeping Myrtle,Myrtaceae,,
Weeping Bottlebrush,Myrtaceae,,
Lemon Bottlebrush,Myrtaceae,,
River red gum,Myrtaceae,,
Pin Oak,Fagaceae,,
Ironbark,Myrtaceae,,
Red Box,Myrtaceae,,
Yellow Box,Myrtaceae,,
London Plane,Platanaceae,47,Mature
London Plane,Platanaceae,85,Mature
London Plane,Platanaceae,30,Semi-Mature
Tulip Tree,Magnoliaceae,8,Juvenile
Lemon Scented Gum,Myrtaceae,7,Juvenile
Drooping sheoak,Casuarinaceae,,
Drooping sheoak,Casuarinaceae,,
Snow-in-Summer,Myrtaceae,,
Bhutan Cypress,Cupressaceae,33,Semi-Mature
Spotted Gum,Myrtaceae,18,Semi-Mature
Yellow Gum,Myrtaceae,9,Semi-Mature
Yellow Box,Myrtaceae,47,Mature
Spotted Gum,Myrtaceae,,
Black Wattle,Fabaceae,,
English Elm,Ulmaceae,73,Mature
Ironbark,Myrtaceae,22,Semi-Mature
London Plane,Platanaceae,,
Drooping sheoak,Casuarinaceae,,
Golden Wattle,Fabaceae,,
Drooping sheoak,Casuarinaceae,,
Lilly Pilly,Myrtaceae,37,Mature
Golden Spray,Fabaceae,,
Sapporo Autumn Gold Elm,Ulmaceae,,
London Plane,Platanaceae,22,Semi-Mature
River red gum,Myrtaceae,,
Deodar,Pinaceae,,
Huntingdon Elm,Ulmaceae,59,Semi-Mature
Yellow Box,Myrtaceae,,
Cyprus Plane,Platanaceae,56,Mature
River red gum,Myrtaceae,,
Willow Bottlebrush,Myrtaceae,,
Wilga,Rutaceae,,
River red gum,Myrtaceae,57,Semi-Mature
Dutch Elm,Ulmaceae,60,Over-mature
Drooping sheoak,Casuarinaceae,,
English Elm,Ulmaceae,73,Mature
Drooping sheoak,Casuarinaceae,,
London Plane,Platanaceae,14,Juvenile
Common Apple,Rosaceae,,
English Elm,Ulmaceae,82,Mature
Yellow Box,Myrtaceae,,
English Elm,Ulmaceae,,
River red gum,Myrtaceae,,
Manna Gum,Myrtaceae,,
Yellow Gum,Myrtaceae,,
New South Wales Christmas bush,Cunoniaceae,,
European Mountain Ash,Rosaceae,18,Semi-Mature
Yellow Box,Myrtaceae,,
Pin Oak,Fagaceae,45,Semi-Mature
English Elm,Ulmaceae,,
River red gum,Myrtaceae,,
Maidenhair Tree,Ginkgoaceae,3,Juvenile
Willow Bottlebrush,Myrtaceae,34,Mature
Monterey Cypress,Cupressaceae,,
Grey Sheoak,Casuarinaceae,,
River red gum,Myrtaceae,,
Elm,Ulmaceae,95,Mature
Broad-leaf Tea-tree,Myrtaceae,,
Smooth-barked apple,Myrtaceae,,
Ironbark,Myrtaceae,,
Yellow Box,Myrtaceae,,
Flowering Gum,Myrtaceae,9,Juvenile
Lombardy Poplar,Salicaceae,,
Black She Oak,Casuarinaceae,,
Chinaberry Tree,Meliaceae,,
Grey Sheoak,Casuarinaceae,,
Spotted Gum,Myrtaceae,44,Mature
Unknown,Myrtaceae,,
Apple,Rosaceae,10,Semi-Mature
River red gum,Myrtaceae,,
River red gum,Myrtaceae,,
Yellow Box,Myrtaceae,,
River red gum,Myrtaceae,,
Black She Oak,Casuarinaceae,,
Callery Pear,Rosaceae,29,Semi-Mature
London Plane,Platanaceae,14,Semi-Mature
Spotted Gum,Myrtaceae,70,Mature
River red gum,Myrtaceae,5,New
Drooping sheoak,Casuarinaceae,,
Drooping sheoak,Casuarinaceae,,
Chinaberry Tree,Meliaceae,,
Elm,Ulmaceae,68,Mature
River red gum,Myrtaceae,,
River red gum,Myrtaceae,,
Grey Sheoak,Casuarinaceae,,
Gum,Myrtaceae,15,Juvenile
Elm,Ulmaceae,49,Mature
Small-leaved Linden,Malvaceae,,
Spotted Gum,Myrtaceae,,
Lemon Scented Gum,Myrtaceae,,
Urbanite Ash,Oleaceae,,
River red gum,Myrtaceae,,
Canary Island Pine,Pinaceae,77,Mature
Chinese Elm,Ulmaceae,19,Semi-Mature
Yellow Box,Myrtaceae,,
Bald Island marlock,Myrtaceae,,
River red gum,Myrtaceae,4,New
Moreton Bay Fig,Moraceae,23,Semi-Mature
Drooping sheoak,Casuarinaceae,,
Old man banksia,Proteaceae,,
London Plane,Platanaceae,44,Mature
Kurrajong,Malvaceae,,
Lightwood Wattle,Fabaceae,,
Cyprus Plane,Platanaceae,33,Semi-Mature
unknown,Malvaceae,,
Willow Bottlebrush,Myrtaceae,,
European nettle tree,Cannabaceae,,
Coastal Banksia,Proteaceae,,
Canary Island Date Palm,Arecaceae,,
Spotted Gum,Myrtaceae,38,Semi-Mature
Golden Wattle,Fabaceae,,
River red gum,Myrtaceae,,
London Plane,Platanaceae,78,Mature
London Plane,Platanaceae,13,Semi-Mature
Yellow Gum,Myrtaceae,4,Juvenile
Chinaberry Tree,Meliaceae,19,Semi-Mature
Prickly Paperbark,Myrtaceae,102,Mature
Cyprus Plane,Platanaceae,2,New
Chestnut Oak,Fagaceae,,
London Plane,Platanaceae,39,Mature
Silky Oak,Proteaceae,60,Mature
Willow myrtle,Myrtaceae,,
European nettle tree,Cannabaceae,,
Spotted Gum,Myrtaceae,,
Black Wattle,Fabaceae,,
Small-leaved Linden,Malvaceae,,
London Plane,Platanaceae,45,Mature
London Plane,Platanaceae,14,Semi-Mature
Lemon Scented Gum,Myrtaceae,,
English Elm,Ulmaceae,97,Mature
Swamp White Oak,Fagaceae,4,Juvenile
River red gum,Myrtaceae,,
Smooth-Leaved Elm,Ulmaceae,133,Mature
Golden Wattle,Fabaceae,,
River Sheoak,Casuarinaceae,,
Sweet Bursaria,Pittosporaceae,,
tba,Rosaceae,,
River red gum,Myrtaceae,,
Sugar gum,Myrtaceae,,
Pin Oak,Fagaceae,18,Semi-Mature
Norwegian Sunset Maple,Sapindaceae,3,New
Sweet Bursaria,Pittosporaceae,,
Sweet Bursaria,Pittosporaceae,,
Deodar,Pinaceae,58,Mature
Yellow Gum,Myrtaceae,,
English Oak,Fagaceae,76,Mature
Snow-in-Summer,Myrtaceae,62,Mature
Smooth-barked apple,Myrtaceae,31,Semi-Mature
Black Wattle,Fabaceae,,
Oyster Bay pine,Cupressaceae,,
River red gum,Myrtaceae,,
Unknown,Salicaceae,23,Semi-Mature
Deodar,Pinaceae,98,Mature
Spotted Gum,Myrtaceae,5,New
Drooping sheoak,Casuarinaceae,,
Lightwood Wattle,Fabaceae,,
Brush Box,Myrtaceae,36,Mature
Flooded gum,Myrtaceae,14,Semi-Mature
Smooth-barked apple,Myrtaceae,,
London Plane,Platanaceae,,
Black Wattle,Fabaceae,,
River red gum,Myrtaceae,,
Red Ash,Oleaceae,,
Flame Tree,Malvaceae,,
Pin Cushion Hakea,Proteaceae,,
Smooth-barked apple,Myrtaceae,24,Semi-Mature
Japanese Zelkova,Ulmaceae,,
Cyprus Plane,Platanaceae,,
Golden Honeylocust,Fabaceae,17,Semi-Mature
Smooth-barked apple,Myrtaceae,6,Juvenile
Peppercorn Tree,Anacardiaceae,91,Mature
Yellow Gum,Myrtaceae,,
River Sheoak,Casuarinaceae,,
London Plane,Platanaceae,,
Pin Oak,Fagaceae,13,Semi-Mature
River red gum,Myrtaceae,,
Weeping Bottlebrush,Myrtaceae,,
Red Box,Myrtaceae,,
Karo,Pittosporaceae,,
Liquidamber or Sweet Gum,Altingiaceae,42,Mature
Grey Sheoak,Casuarinaceae,,
Sugar gum,Myrtaceae,,
Maidenhair Tree,Ginkgoaceae,,
Black She Oak,Casuarinaceae,,
swamp paperbark,Myrtaceae,,
Spotted Gum,Myrtaceae,19,Semi-Mature
River red gum,Myrtaceae,,
River Sheoak,Casuarinaceae,15,Juvenile
Urbanite Ash,Oleaceae,,
Japanese Zelkova,Ulmaceae,35,Semi-Mature
River red gum,Myrtaceae,,
Dutch Elm,Ulmaceae,44,Mature
Mediterranean cypress,Cupressaceae,78,Mature
Silky Oak,Proteaceae,,
London Plane,Platanaceae,22,Semi-Mature
